overbust,bust,underbust,natural waist,waist,low waist,hip,gender,study
86.3,89.6,78.9,64.1,,67.9,88.8,Cis woman,ANSUR (1988)
91.8,93.5,82.1,72.4,,77.9,97.4,Cis woman,ANSUR (1988)
87.3,89.3,73.9,65.8,,66.8,89.4,Cis woman,ANSUR (1988)
82.8,86.2,71.7,65.1,,66.4,86.3,Cis woman,ANSUR (1988)
84.0,88.5,70.2,69.3,,74.1,89.9,Cis woman,ANSUR (1988)
83.5,84.5,71.6,67.0,,73.5,94.7,Cis woman,ANSUR (1988)
98.0,103.2,89.4,83.0,,92.7,106.7,Cis woman,ANSUR (1988)
86.5,92.3,80.2,75.5,,79.3,97.0,Cis woman,ANSUR (1988)
96.9,100.2,85.5,76.8,,86.2,102.7,Cis woman,ANSUR (1988)
90.5,92.3,78.1,73.5,,81.5,97.4,Cis woman,ANSUR (1988)
97.8,99.5,86.3,73.3,,87.2,101.0,Cis woman,ANSUR (1988)
88.4,90.5,77.9,74.3,,77.5,93.9,Cis woman,ANSUR (1988)
86.8,85.8,74.6,71.9,,73.4,97.8,Cis woman,ANSUR (1988)
82.2,88.0,80.1,76.0,,81.8,96.0,Cis woman,ANSUR (1988)
82.2,83.6,74.8,67.8,,73.2,94.5,Cis woman,ANSUR (1988)
86.2,87.6,74.5,69.6,,73.0,96.3,Cis woman,ANSUR (1988)
86.1,84.8,77.5,67.5,,70.5,85.7,Cis woman,ANSUR (1988)
87.2,95.3,78.6,78.3,,84.7,98.8,Cis woman,ANSUR (1988)
83.8,83.4,71.4,62.1,,64.0,84.2,Cis woman,ANSUR (1988)
85.3,88.3,72.0,75.3,,78.9,96.3,Cis woman,ANSUR (1988)
94.1,95.5,82.3,74.8,,76.1,103.4,Cis woman,ANSUR (1988)
86.0,89.3,72.8,67.5,,71.5,90.9,Cis woman,ANSUR (1988)
88.6,95.5,79.0,75.2,,84.3,99.4,Cis woman,ANSUR (1988)
88.2,96.5,80.1,79.3,,90.7,102.5,Cis woman,ANSUR (1988)
82.1,79.8,69.3,68.2,,69.5,87.4,Cis woman,ANSUR (1988)
94.6,103.1,84.8,79.0,,86.1,103.4,Cis woman,ANSUR (1988)
87.3,91.2,76.0,67.9,,76.7,95.1,Cis woman,ANSUR (1988)
92.5,96.6,78.2,75.4,,78.1,98.8,Cis woman,ANSUR (1988)
89.3,93.3,75.2,67.9,,70.8,90.1,Cis woman,ANSUR (1988)
101.1,98.9,87.5,83.4,,89.4,107.3,Cis woman,ANSUR (1988)
86.2,87.6,76.3,71.5,,72.2,92.5,Cis woman,ANSUR (1988)
89.8,93.8,77.2,71.9,,80.5,101.8,Cis woman,ANSUR (1988)
91.1,92.6,77.3,73.5,,80.8,98.7,Cis woman,ANSUR (1988)
87.9,90.0,77.3,71.3,,76.2,98.3,Cis woman,ANSUR (1988)
85.1,85.4,73.3,69.1,,78.6,96.6,Cis woman,ANSUR (1988)
89.8,92.2,78.0,73.0,,77.1,95.8,Cis woman,ANSUR (1988)
91.8,94.8,81.1,77.4,,89.3,103.4,Cis woman,ANSUR (1988)
82.2,82.4,72.9,68.9,,74.9,88.2,Cis woman,ANSUR (1988)
95.2,94.7,82.8,76.7,,83.3,91.9,Cis woman,ANSUR (1988)
89.3,89.9,79.8,76.2,,90.1,100.5,Cis woman,ANSUR (1988)
87.0,90.2,76.0,72.9,,78.8,98.5,Cis woman,ANSUR (1988)
90.1,96.1,76.8,72.5,,81.6,95.3,Cis woman,ANSUR (1988)
81.6,84.2,73.2,67.7,,69.0,87.8,Cis woman,ANSUR (1988)
88.9,91.4,76.5,73.4,,78.5,96.0,Cis woman,ANSUR (1988)
87.3,91.4,78.4,76.9,,79.4,100.7,Cis woman,ANSUR (1988)
88.5,91.2,82.9,76.3,,84.9,92.9,Cis woman,ANSUR (1988)
85.7,87.2,75.2,74.5,,82.1,93.5,Cis woman,ANSUR (1988)
92.5,92.1,80.4,72.0,,80.3,98.2,Cis woman,ANSUR (1988)
93.4,95.9,81.8,78.3,,80.2,95.6,Cis woman,ANSUR (1988)
88.8,89.6,74.1,68.5,,68.0,92.5,Cis woman,ANSUR (1988)
83.9,83.6,69.8,64.0,,66.3,85.7,Cis woman,ANSUR (1988)
95.7,101.6,78.0,76.6,,74.2,97.5,Cis woman,ANSUR (1988)
92.4,95.8,79.0,74.4,,77.5,96.0,Cis woman,ANSUR (1988)
93.5,100.9,80.6,79.3,,83.8,96.2,Cis woman,ANSUR (1988)
93.1,90.8,81.3,69.9,,80.8,100.4,Cis woman,ANSUR (1988)
83.4,85.2,69.4,67.5,,69.2,88.3,Cis woman,ANSUR (1988)
83.4,88.2,73.4,69.2,,72.1,88.8,Cis woman,ANSUR (1988)
88.5,96.9,78.7,73.1,,82.4,94.0,Cis woman,ANSUR (1988)
90.5,97.0,81.1,78.3,,80.1,104.3,Cis woman,ANSUR (1988)
97.3,100.1,83.6,77.8,,88.5,98.7,Cis woman,ANSUR (1988)
82.1,83.9,71.7,67.2,,71.6,93.9,Cis woman,ANSUR (1988)
88.9,92.8,75.5,70.1,,77.2,94.2,Cis woman,ANSUR (1988)
82.3,90.6,71.7,69.1,,73.8,91.3,Cis woman,ANSUR (1988)
80.5,82.2,66.7,64.5,,70.8,88.8,Cis woman,ANSUR (1988)
87.8,86.0,74.3,73.4,,77.3,103.1,Cis woman,ANSUR (1988)
84.5,83.6,73.1,65.7,,71.2,85.3,Cis woman,ANSUR (1988)
85.8,85.6,72.5,67.7,,72.7,91.5,Cis woman,ANSUR (1988)
90.1,89.5,78.3,67.1,,69.7,91.9,Cis woman,ANSUR (1988)
88.2,92.1,74.3,74.6,,81.9,98.8,Cis woman,ANSUR (1988)
88.4,86.5,78.4,72.1,,73.2,94.7,Cis woman,ANSUR (1988)
89.3,88.0,72.3,67.9,,74.2,98.2,Cis woman,ANSUR (1988)
87.7,92.3,76.4,74.0,,77.0,92.7,Cis woman,ANSUR (1988)
83.4,84.3,75.3,63.8,,64.2,91.7,Cis woman,ANSUR (1988)
97.0,105.9,83.9,83.8,,103.8,108.0,Cis woman,ANSUR (1988)
89.3,91.1,75.8,70.5,,72.6,94.0,Cis woman,ANSUR (1988)
83.1,87.8,69.6,68.2,,69.5,94.5,Cis woman,ANSUR (1988)
85.9,85.1,76.2,70.0,,75.3,96.1,Cis woman,ANSUR (1988)
97.9,105.7,89.1,87.1,,101.8,103.3,Cis woman,ANSUR (1988)
88.1,91.0,74.4,68.6,,73.6,96.9,Cis woman,ANSUR (1988)
84.5,86.0,72.8,67.5,,74.7,97.3,Cis woman,ANSUR (1988)
97.4,101.8,86.6,84.0,,94.6,101.7,Cis woman,ANSUR (1988)
89.8,90.8,77.4,72.8,,74.9,106.9,Cis woman,ANSUR (1988)
87.2,89.5,77.2,74.7,,88.3,93.4,Cis woman,ANSUR (1988)
97.1,99.2,82.0,75.1,,87.1,112.6,Cis woman,ANSUR (1988)
93.2,98.4,84.7,82.1,,91.0,105.5,Cis woman,ANSUR (1988)
80.5,82.9,68.8,64.7,,71.4,92.3,Cis woman,ANSUR (1988)
86.9,90.6,77.2,70.2,,75.6,101.8,Cis woman,ANSUR (1988)
86.2,85.0,74.1,69.2,,70.0,90.9,Cis woman,ANSUR (1988)
86.8,90.0,73.5,71.8,,78.5,94.1,Cis woman,ANSUR (1988)
90.3,95.3,78.3,75.3,,83.6,93.9,Cis woman,ANSUR (1988)
86.2,87.9,74.4,66.7,,70.4,102.3,Cis woman,ANSUR (1988)
85.5,87.7,76.0,70.4,,73.9,92.4,Cis woman,ANSUR (1988)
87.5,89.5,80.4,74.2,,77.8,97.6,Cis woman,ANSUR (1988)
90.5,97.7,81.6,78.2,,88.5,103.8,Cis woman,ANSUR (1988)
84.8,85.1,70.9,68.9,,74.3,92.3,Cis woman,ANSUR (1988)
88.3,89.6,74.0,72.4,,78.1,97.2,Cis woman,ANSUR (1988)
86.0,86.3,77.4,70.4,,72.4,94.7,Cis woman,ANSUR (1988)
94.4,97.2,79.7,78.8,,79.8,97.4,Cis woman,ANSUR (1988)
83.5,87.1,74.1,70.7,,78.5,106.5,Cis woman,ANSUR (1988)
82.8,85.4,71.7,69.2,,71.1,91.3,Cis woman,ANSUR (1988)
82.7,84.7,70.8,64.8,,65.6,89.4,Cis woman,ANSUR (1988)
90.2,94.9,79.8,71.9,,76.0,101.8,Cis woman,ANSUR (1988)
81.5,81.7,69.9,63.8,,71.7,91.4,Cis woman,ANSUR (1988)
85.8,82.6,73.8,66.6,,73.3,86.6,Cis woman,ANSUR (1988)
85.5,86.4,76.2,69.3,,72.3,91.8,Cis woman,ANSUR (1988)
94.3,92.0,79.8,77.1,,87.5,111.8,Cis woman,ANSUR (1988)
89.0,89.3,75.6,72.0,,83.7,99.5,Cis woman,ANSUR (1988)
83.8,88.2,74.6,70.1,,77.2,96.3,Cis woman,ANSUR (1988)
85.9,90.6,71.7,73.5,,86.9,91.7,Cis woman,ANSUR (1988)
89.1,96.1,79.8,80.2,,100.9,102.3,Cis woman,ANSUR (1988)
96.8,102.3,86.2,85.7,,90.5,102.6,Cis woman,ANSUR (1988)
78.1,79.9,71.4,62.5,,67.9,87.6,Cis woman,ANSUR (1988)
90.2,93.7,78.5,71.6,,75.4,94.5,Cis woman,ANSUR (1988)
88.7,91.1,74.7,72.2,,78.6,95.4,Cis woman,ANSUR (1988)
85.3,89.2,76.4,69.1,,74.4,101.9,Cis woman,ANSUR (1988)
89.0,88.7,75.1,73.9,,77.8,98.6,Cis woman,ANSUR (1988)
83.1,88.7,71.0,67.8,,72.5,89.8,Cis woman,ANSUR (1988)
82.4,82.6,69.8,64.7,,75.3,91.8,Cis woman,ANSUR (1988)
85.5,85.0,73.0,68.0,,69.1,96.3,Cis woman,ANSUR (1988)
84.4,84.3,72.8,69.0,,74.6,99.2,Cis woman,ANSUR (1988)
91.2,91.7,77.1,72.4,,78.3,100.1,Cis woman,ANSUR (1988)
95.6,95.8,80.5,68.7,,70.9,98.4,Cis woman,ANSUR (1988)
86.2,88.6,78.1,75.3,,78.4,103.0,Cis woman,ANSUR (1988)
81.3,82.5,70.0,66.8,,78.4,92.9,Cis woman,ANSUR (1988)
96.4,102.3,85.6,80.5,,91.5,98.3,Cis woman,ANSUR (1988)
89.4,90.1,74.8,66.8,,73.5,97.5,Cis woman,ANSUR (1988)
83.6,90.1,77.5,67.0,,75.0,95.6,Cis woman,ANSUR (1988)
79.8,85.4,70.6,68.9,,78.6,91.8,Cis woman,ANSUR (1988)
93.4,99.7,80.5,74.4,,79.9,100.8,Cis woman,ANSUR (1988)
87.5,86.5,79.0,71.7,,78.7,94.6,Cis woman,ANSUR (1988)
87.5,91.0,75.6,68.3,,78.9,99.4,Cis woman,ANSUR (1988)
97.3,102.2,83.5,82.2,,101.1,112.2,Cis woman,ANSUR (1988)
88.9,89.6,76.8,75.7,,80.0,96.2,Cis woman,ANSUR (1988)
86.7,88.2,75.4,70.7,,83.9,105.2,Cis woman,ANSUR (1988)
81.6,86.8,72.7,67.5,,72.8,89.9,Cis woman,ANSUR (1988)
92.5,93.9,81.8,76.6,,80.5,101.2,Cis woman,ANSUR (1988)
88.8,89.6,73.2,72.0,,79.8,100.7,Cis woman,ANSUR (1988)
91.9,92.1,81.9,76.6,,85.0,98.5,Cis woman,ANSUR (1988)
83.7,85.2,77.1,66.9,,73.4,95.5,Cis woman,ANSUR (1988)
84.8,86.0,74.6,66.0,,66.7,90.6,Cis woman,ANSUR (1988)
85.3,88.5,75.9,70.8,,83.5,95.0,Cis woman,ANSUR (1988)
96.4,98.4,86.2,80.3,,90.4,107.2,Cis woman,ANSUR (1988)
87.8,91.7,77.7,70.8,,79.1,93.4,Cis woman,ANSUR (1988)
87.2,87.5,73.3,66.9,,72.9,92.8,Cis woman,ANSUR (1988)
88.3,93.4,82.3,75.7,,81.5,103.5,Cis woman,ANSUR (1988)
92.9,97.2,76.7,72.7,,74.3,93.3,Cis woman,ANSUR (1988)
87.6,89.5,76.0,67.3,,77.7,96.6,Cis woman,ANSUR (1988)
99.3,103.5,85.1,92.0,,94.5,104.8,Cis woman,ANSUR (1988)
85.1,87.7,72.8,70.4,,71.9,94.7,Cis woman,ANSUR (1988)
96.4,98.2,82.3,78.2,,86.2,98.7,Cis woman,ANSUR (1988)
88.8,91.9,73.8,68.5,,72.5,94.2,Cis woman,ANSUR (1988)
82.3,83.4,70.4,69.0,,74.5,90.0,Cis woman,ANSUR (1988)
91.3,89.8,77.2,73.2,,83.0,92.0,Cis woman,ANSUR (1988)
83.5,81.3,71.4,65.6,,66.7,85.2,Cis woman,ANSUR (1988)
84.0,88.5,76.1,67.8,,78.1,94.2,Cis woman,ANSUR (1988)
91.1,92.9,78.0,69.1,,74.4,92.8,Cis woman,ANSUR (1988)
88.4,90.5,78.0,72.2,,77.6,96.9,Cis woman,ANSUR (1988)
84.3,83.9,73.3,70.2,,73.6,103.2,Cis woman,ANSUR (1988)
88.0,88.0,73.7,70.8,,85.2,99.6,Cis woman,ANSUR (1988)
98.5,103.3,84.4,79.3,,88.8,103.3,Cis woman,ANSUR (1988)
98.3,105.0,89.6,88.6,,93.2,97.2,Cis woman,ANSUR (1988)
93.1,95.1,77.3,74.6,,91.2,97.1,Cis woman,ANSUR (1988)
88.9,92.2,75.0,75.2,,86.1,97.5,Cis woman,ANSUR (1988)
85.0,85.8,76.0,70.6,,79.3,95.3,Cis woman,ANSUR (1988)
80.4,88.2,70.0,69.1,,78.3,93.6,Cis woman,ANSUR (1988)
88.4,90.8,78.3,72.9,,88.0,97.5,Cis woman,ANSUR (1988)
84.1,83.7,73.2,69.5,,78.4,90.6,Cis woman,ANSUR (1988)
92.4,88.9,77.0,72.1,,71.7,95.2,Cis woman,ANSUR (1988)
95.3,99.7,80.4,79.9,,85.7,98.8,Cis woman,ANSUR (1988)
94.9,95.0,81.7,74.1,,78.3,96.4,Cis woman,ANSUR (1988)
94.0,101.2,84.4,78.9,,83.5,95.1,Cis woman,ANSUR (1988)
93.0,91.2,81.1,72.2,,77.9,97.7,Cis woman,ANSUR (1988)
92.9,90.4,79.0,75.9,,80.3,104.1,Cis woman,ANSUR (1988)
89.9,96.2,77.9,74.7,,80.9,100.7,Cis woman,ANSUR (1988)
83.5,85.1,72.0,65.5,,73.2,93.8,Cis woman,ANSUR (1988)
90.6,91.9,80.2,75.9,,82.9,101.2,Cis woman,ANSUR (1988)
87.7,93.8,76.8,74.1,,78.4,99.9,Cis woman,ANSUR (1988)
86.1,89.3,74.9,67.9,,72.7,94.1,Cis woman,ANSUR (1988)
89.1,93.2,76.5,65.7,,68.8,89.5,Cis woman,ANSUR (1988)
81.2,83.4,70.2,63.6,,74.9,85.9,Cis woman,ANSUR (1988)
89.6,89.7,76.8,68.6,,72.4,93.0,Cis woman,ANSUR (1988)
85.5,85.1,72.7,65.9,,74.2,97.1,Cis woman,ANSUR (1988)
92.7,98.0,78.9,77.3,,82.6,103.2,Cis woman,ANSUR (1988)
85.7,84.4,74.2,66.6,,68.4,86.9,Cis woman,ANSUR (1988)
85.6,87.6,72.5,67.3,,70.9,95.5,Cis woman,ANSUR (1988)
93.9,96.4,81.3,74.5,,77.3,102.8,Cis woman,ANSUR (1988)
96.9,100.7,84.3,81.3,,90.1,107.4,Cis woman,ANSUR (1988)
87.7,89.3,73.5,68.7,,72.0,97.5,Cis woman,ANSUR (1988)
84.3,88.8,75.5,69.7,,75.9,94.2,Cis woman,ANSUR (1988)
86.6,88.5,77.4,64.9,,71.2,88.0,Cis woman,ANSUR (1988)
94.2,96.9,81.2,79.9,,81.5,100.6,Cis woman,ANSUR (1988)
86.9,85.4,74.4,67.6,,74.1,94.9,Cis woman,ANSUR (1988)
87.8,85.2,75.4,68.0,,72.6,90.1,Cis woman,ANSUR (1988)
91.1,88.6,74.9,71.3,,78.4,102.5,Cis woman,ANSUR (1988)
94.5,97.9,81.2,79.2,,89.7,96.9,Cis woman,ANSUR (1988)
94.3,90.3,77.4,77.2,,95.1,103.7,Cis woman,ANSUR (1988)
92.3,93.2,77.8,75.2,,76.4,98.2,Cis woman,ANSUR (1988)
86.4,92.1,74.3,71.0,,82.8,94.2,Cis woman,ANSUR (1988)
84.5,88.3,77.1,57.3,,68.5,88.0,Cis woman,ANSUR (1988)
84.3,86.9,75.1,69.8,,72.9,95.9,Cis woman,ANSUR (1988)
92.3,94.8,81.1,75.8,,82.7,101.4,Cis woman,ANSUR (1988)
83.8,88.7,76.1,71.7,,73.2,94.2,Cis woman,ANSUR (1988)
87.3,93.8,75.8,71.8,,82.9,95.5,Cis woman,ANSUR (1988)
89.1,92.8,74.7,74.5,,80.3,103.0,Cis woman,ANSUR (1988)
84.1,81.5,73.6,64.5,,69.1,87.2,Cis woman,ANSUR (1988)
84.0,82.1,71.0,62.0,,63.5,84.6,Cis woman,ANSUR (1988)
86.2,84.1,74.2,69.4,,71.9,94.2,Cis woman,ANSUR (1988)
92.9,94.7,78.7,77.5,,84.3,103.6,Cis woman,ANSUR (1988)
81.7,83.0,68.8,66.3,,76.0,96.5,Cis woman,ANSUR (1988)
90.2,96.6,79.2,76.8,,80.1,94.4,Cis woman,ANSUR (1988)
82.3,84.9,73.3,69.5,,73.7,91.2,Cis woman,ANSUR (1988)
95.7,95.5,83.3,74.5,,76.8,99.0,Cis woman,ANSUR (1988)
91.5,92.5,81.4,75.8,,77.0,101.5,Cis woman,ANSUR (1988)
86.1,88.0,74.5,69.8,,75.5,95.6,Cis woman,ANSUR (1988)
86.5,84.7,70.0,68.6,,82.1,96.9,Cis woman,ANSUR (1988)
96.5,97.1,88.1,82.2,,84.4,95.2,Cis woman,ANSUR (1988)
92.9,98.6,80.2,72.5,,76.5,100.5,Cis woman,ANSUR (1988)
89.2,89.5,76.6,73.6,,79.1,101.5,Cis woman,ANSUR (1988)
89.1,90.0,76.4,70.7,,74.1,97.0,Cis woman,ANSUR (1988)
86.1,90.9,76.0,70.6,,81.1,94.3,Cis woman,ANSUR (1988)
86.5,88.2,75.3,72.1,,88.7,105.7,Cis woman,ANSUR (1988)
86.2,83.5,74.2,64.7,,68.8,89.5,Cis woman,ANSUR (1988)
91.4,90.6,77.7,67.8,,77.2,95.9,Cis woman,ANSUR (1988)
87.2,83.4,73.8,64.1,,65.5,91.0,Cis woman,ANSUR (1988)
86.2,86.2,73.4,66.8,,72.9,96.5,Cis woman,ANSUR (1988)
91.9,95.8,80.5,78.0,,84.6,98.3,Cis woman,ANSUR (1988)
94.1,93.9,80.8,73.7,,78.5,98.1,Cis woman,ANSUR (1988)
87.0,84.4,74.0,64.7,,69.1,90.5,Cis woman,ANSUR (1988)
85.8,90.2,75.3,67.9,,73.8,96.9,Cis woman,ANSUR (1988)
85.7,84.0,78.2,68.2,,72.3,89.4,Cis woman,ANSUR (1988)
86.5,89.1,78.3,71.6,,75.0,93.5,Cis woman,ANSUR (1988)
90.9,92.5,78.5,71.4,,78.1,105.4,Cis woman,ANSUR (1988)
84.2,86.7,72.7,64.5,,74.4,89.5,Cis woman,ANSUR (1988)
98.2,100.3,77.5,87.4,,94.9,100.6,Cis woman,ANSUR (1988)
95.9,96.4,87.2,80.1,,80.7,99.8,Cis woman,ANSUR (1988)
79.8,82.9,73.6,65.5,,72.5,89.0,Cis woman,ANSUR (1988)
84.5,87.9,77.4,65.2,,71.1,90.9,Cis woman,ANSUR (1988)
87.9,85.0,74.8,69.2,,71.1,92.0,Cis woman,ANSUR (1988)
76.5,74.5,68.8,63.5,,68.8,88.9,Cis woman,ANSUR (1988)
85.4,85.8,73.0,70.2,,86.1,99.7,Cis woman,ANSUR (1988)
87.7,92.0,73.8,73.6,,88.1,113.6,Cis woman,ANSUR (1988)
85.6,85.2,76.0,68.8,,72.5,93.6,Cis woman,ANSUR (1988)
81.6,81.6,72.4,60.9,,63.3,93.5,Cis woman,ANSUR (1988)
81.3,83.0,72.4,71.6,,76.4,93.1,Cis woman,ANSUR (1988)
94.1,95.0,79.9,76.5,,92.0,106.1,Cis woman,ANSUR (1988)
87.0,82.1,74.2,72.7,,71.1,91.0,Cis woman,ANSUR (1988)
80.9,82.4,70.8,62.4,,66.8,89.9,Cis woman,ANSUR (1988)
86.1,86.8,76.6,70.1,,76.5,88.5,Cis woman,ANSUR (1988)
84.5,81.5,73.1,69.2,,71.6,90.2,Cis woman,ANSUR (1988)
85.2,86.8,75.0,72.0,,73.4,93.9,Cis woman,ANSUR (1988)
86.2,87.2,75.8,72.7,,79.5,91.4,Cis woman,ANSUR (1988)
90.4,90.3,77.2,69.8,,76.2,94.8,Cis woman,ANSUR (1988)
91.9,92.7,80.3,74.5,,80.4,97.7,Cis woman,ANSUR (1988)
86.4,83.9,73.3,65.6,,68.5,92.3,Cis woman,ANSUR (1988)
95.1,99.0,85.9,79.5,,86.7,99.5,Cis woman,ANSUR (1988)
81.1,83.1,72.1,67.7,,73.8,88.5,Cis woman,ANSUR (1988)
81.6,82.9,69.5,68.1,,72.0,88.0,Cis woman,ANSUR (1988)
90.3,92.9,77.9,74.6,,81.5,98.5,Cis woman,ANSUR (1988)
84.7,86.5,71.4,66.8,,72.5,95.5,Cis woman,ANSUR (1988)
90.7,87.5,74.7,71.3,,72.9,91.9,Cis woman,ANSUR (1988)
87.8,89.4,76.3,68.7,,75.0,90.0,Cis woman,ANSUR (1988)
91.0,96.5,73.7,70.2,,79.6,94.0,Cis woman,ANSUR (1988)
90.3,91.1,75.3,71.9,,81.2,94.3,Cis woman,ANSUR (1988)
84.5,86.2,74.2,66.7,,71.2,90.3,Cis woman,ANSUR (1988)
90.9,90.5,80.1,73.4,,76.0,95.3,Cis woman,ANSUR (1988)
83.2,83.1,71.3,63.1,,68.4,86.9,Cis woman,ANSUR (1988)
89.6,89.9,78.5,76.7,,83.6,96.5,Cis woman,ANSUR (1988)
82.3,79.2,71.2,65.8,,69.4,91.2,Cis woman,ANSUR (1988)
106.3,106.4,93.7,89.5,,96.1,108.8,Cis woman,ANSUR (1988)
89.8,91.6,80.6,72.6,,73.4,98.1,Cis woman,ANSUR (1988)
92.2,96.8,80.1,75.5,,88.3,99.9,Cis woman,ANSUR (1988)
106.0,106.9,90.2,86.5,,107.7,116.7,Cis woman,ANSUR (1988)
89.5,88.5,76.3,72.9,,79.5,101.9,Cis woman,ANSUR (1988)
87.5,94.2,80.9,76.8,,82.5,104.7,Cis woman,ANSUR (1988)
89.2,91.2,80.6,73.5,,90.2,98.5,Cis woman,ANSUR (1988)
88.2,91.5,74.7,73.3,,84.7,90.9,Cis woman,ANSUR (1988)
90.9,92.1,78.7,74.4,,81.8,103.6,Cis woman,ANSUR (1988)
86.2,91.0,73.5,71.7,,80.3,95.2,Cis woman,ANSUR (1988)
83.4,83.8,74.7,66.5,,76.7,92.4,Cis woman,ANSUR (1988)
87.3,86.5,76.0,66.5,,71.5,96.2,Cis woman,ANSUR (1988)
86.9,85.9,76.9,70.4,,75.4,93.2,Cis woman,ANSUR (1988)
91.1,92.2,76.6,73.5,,77.6,94.3,Cis woman,ANSUR (1988)
85.0,84.9,72.7,70.1,,72.5,90.2,Cis woman,ANSUR (1988)
97.9,98.8,82.6,78.2,,81.4,103.7,Cis woman,ANSUR (1988)
81.9,83.5,73.2,62.7,,66.2,86.4,Cis woman,ANSUR (1988)
87.5,93.6,77.9,75.8,,80.3,101.4,Cis woman,ANSUR (1988)
85.0,89.4,72.7,67.4,,69.1,89.5,Cis woman,ANSUR (1988)
92.5,92.2,78.9,73.1,,79.9,95.6,Cis woman,ANSUR (1988)
90.6,92.1,80.4,74.0,,85.4,98.4,Cis woman,ANSUR (1988)
82.7,83.0,71.1,72.5,,85.9,100.9,Cis woman,ANSUR (1988)
90.5,91.5,79.3,74.5,,79.1,93.5,Cis woman,ANSUR (1988)
89.5,94.6,77.6,77.0,,81.3,96.5,Cis woman,ANSUR (1988)
86.5,85.4,75.6,67.0,,74.3,90.6,Cis woman,ANSUR (1988)
93.8,94.4,84.9,82.3,,88.1,104.9,Cis woman,ANSUR (1988)
85.6,93.7,79.4,77.3,,83.8,102.9,Cis woman,ANSUR (1988)
87.3,92.7,73.6,71.4,,79.6,94.0,Cis woman,ANSUR (1988)
78.3,83.1,69.9,68.3,,83.7,94.5,Cis woman,ANSUR (1988)
89.9,96.3,82.4,74.5,,83.2,99.3,Cis woman,ANSUR (1988)
91.4,92.8,79.9,77.3,,81.9,101.4,Cis woman,ANSUR (1988)
89.2,91.1,80.3,74.0,,75.5,100.4,Cis woman,ANSUR (1988)
82.4,83.5,72.9,64.4,,71.0,88.8,Cis woman,ANSUR (1988)
89.8,89.7,76.2,64.9,,65.9,92.1,Cis woman,ANSUR (1988)
88.0,86.6,74.6,71.7,,84.5,95.3,Cis woman,ANSUR (1988)
83.0,81.7,70.5,64.8,,66.5,89.3,Cis woman,ANSUR (1988)
85.4,88.5,78.1,70.3,,75.2,92.7,Cis woman,ANSUR (1988)
85.1,81.3,74.9,70.9,,74.1,89.7,Cis woman,ANSUR (1988)
84.9,82.2,73.6,71.5,,77.5,99.7,Cis woman,ANSUR (1988)
91.1,91.5,80.4,74.6,,79.4,102.4,Cis woman,ANSUR (1988)
89.4,95.7,76.7,73.8,,78.9,99.9,Cis woman,ANSUR (1988)
89.9,91.6,76.5,69.4,,71.8,92.9,Cis woman,ANSUR (1988)
101.5,109.6,93.3,90.5,,100.5,107.9,Cis woman,ANSUR (1988)
94.7,98.1,79.7,78.5,,87.1,106.0,Cis woman,ANSUR (1988)
89.1,88.3,74.6,71.5,,74.7,101.6,Cis woman,ANSUR (1988)
87.2,91.1,74.9,69.2,,81.7,96.6,Cis woman,ANSUR (1988)
81.6,81.2,67.6,63.4,,68.4,87.3,Cis woman,ANSUR (1988)
87.4,89.0,71.8,68.3,,81.5,88.0,Cis woman,ANSUR (1988)
87.8,91.8,79.3,67.1,,77.9,96.0,Cis woman,ANSUR (1988)
84.9,82.3,72.2,63.4,,72.2,90.6,Cis woman,ANSUR (1988)
83.1,86.3,70.4,67.6,,71.8,92.6,Cis woman,ANSUR (1988)
94.6,99.5,85.5,82.1,,98.3,109.1,Cis woman,ANSUR (1988)
93.0,99.8,86.6,83.9,,93.2,104.1,Cis woman,ANSUR (1988)
85.9,87.4,70.3,69.6,,75.1,98.2,Cis woman,ANSUR (1988)
83.5,83.2,74.9,66.8,,72.7,92.8,Cis woman,ANSUR (1988)
94.2,97.9,83.4,82.5,,90.4,101.2,Cis woman,ANSUR (1988)
97.9,100.3,82.8,78.6,,89.8,107.4,Cis woman,ANSUR (1988)
93.5,97.4,79.6,82.8,,85.0,107.1,Cis woman,ANSUR (1988)
95.8,94.5,81.8,78.8,,81.4,107.0,Cis woman,ANSUR (1988)
88.2,90.8,76.0,75.6,,76.1,96.3,Cis woman,ANSUR (1988)
95.5,94.8,82.1,78.8,,80.5,100.4,Cis woman,ANSUR (1988)
90.1,89.3,78.5,71.9,,78.3,98.7,Cis woman,ANSUR (1988)
87.6,90.2,75.6,67.9,,70.1,93.5,Cis woman,ANSUR (1988)
82.9,82.8,70.2,61.5,,64.9,82.4,Cis woman,ANSUR (1988)
88.4,92.2,79.1,68.9,,73.9,92.0,Cis woman,ANSUR (1988)
97.2,100.4,83.5,82.8,,85.9,97.1,Cis woman,ANSUR (1988)
90.1,89.3,77.6,71.9,,74.8,104.3,Cis woman,ANSUR (1988)
100.0,101.1,87.5,83.7,,92.7,104.1,Cis woman,ANSUR (1988)
88.3,89.4,77.3,75.2,,82.9,94.9,Cis woman,ANSUR (1988)
88.0,86.5,74.4,71.7,,78.1,96.8,Cis woman,ANSUR (1988)
91.4,92.9,79.2,72.6,,78.3,97.2,Cis woman,ANSUR (1988)
88.1,83.9,76.5,70.7,,76.8,102.5,Cis woman,ANSUR (1988)
